# Wavelength(nm) Rp/Rs Rp_err_low Rp_err_high
7.148829166065482923e+02 1.448112032282596051e-01 5.813518634393000095e-04 5.702662350191000382e-04
7.166506673743764395e+02 1.454355226713336113e-01 5.691064977021000146e-04 5.463132950169000005e-04
7.186414678707089934e+02 1.447132211315333983e-01 5.437388795911999965e-04 5.405954162073999762e-04
7.312965299697091268e+02 1.450899413093922896e-01 5.404854133343000005e-04 5.561235719861000329e-04
7.330791540667751178e+02 1.461612259938424863e-01 5.341817550652999983e-04 5.265176883448999604e-04
7.348633375088961657e+02 1.453209373911049096e-01 5.777182286486000134e-04 5.693245390118999594e-04
7.366490764540299097e+02 1.443919302370660074e-01 5.524047538287999923e-04 5.264820250021999548e-04
7.384363635196768882e+02 1.442324861444669037e-01 5.959539275037000145e-04 5.730962525822999544e-04
7.402251817388768131e+02 1.444191611014049026e-01 5.380423366113000006e-04 5.365671389710000190e-04
7.420155348256522529e+02 1.449799456480385940e-01 5.806917520334000044e-04 6.303389786815000260e-04
7.438073987483912788e+02 1.454269646321000864e-01 5.671508235746999631e-04 5.826545608026000456e-04
7.456007781556559166e+02 1.452014277974640888e-01 5.901498739655000039e-04 5.684450242986999842e-04
7.473956572605038673e+02 1.446907560567191886e-01 5.681515395419000107e-04 5.936890557782999482e-04
7.491920273859935833e+02 1.458200869167310121e-01 5.162897084785000043e-04 5.053189629856000504e-04
7.509898873203815128e+02 1.443348306378761103e-01 5.636703258375000501e-04 6.016920867137000480e-04
7.527892134612197879e+02 1.449457045538433131e-01 5.956301905515000222e-04 5.728818592329999824e-04
7.545900131339815289e+02 1.444323232107304900e-01 6.225855364068999531e-04 5.881462380443999499e-04
7.563922676070455964e+02 1.449311972131261950e-01 5.880248103283000453e-04 5.755378476959000086e-04
7.581959693032357563e+02 1.449047662990932961e-01 6.198142105057999644e-04 5.695691126486999599e-04
7.600011178212615732e+02 1.451734793899016052e-01 5.755837131898000310e-04 6.446203424568000507e-04
7.618076879328459654e+02 1.443000529711581104e-01 5.784056106811000242e-04 5.686507034386999474e-04
7.636156871467026122e+02 1.451712822099152922e-01 5.945178650345000039e-04 6.099292689461999943e-04
7.654250995770793224e+02 1.473548838376551873e-01 5.740568437057999747e-04 5.253084459015999784e-04
7.672359121195698890e+02 1.465112605984834893e-01 6.095913818901999492e-04 6.132489419945999932e-04
7.690481297537751288e+02 1.469266914700778082e-01 6.157959969144999888e-04 6.476200795999000320e-04
7.708617244533239727e+02 1.452878569578290036e-01 6.481877394578000520e-04 6.733381494052999771e-04
7.726767021218707896e+02 1.444912938647411049e-01 5.810369334463999806e-04 5.615595979871000447e-04
7.744930578698496220e+02 1.452128672936655873e-01 6.318985563512000136e-04 5.937391384955000365e-04
7.763107604343113053e+02 1.451350744988796904e-01 6.871782120770000444e-04 6.271573731831999853e-04
7.781298240589104580e+02 1.442992851826218059e-01 6.102645685789000098e-04 6.365150635015999611e-04
7.799502347751706566e+02 1.448571992671507103e-01 6.799900346648000016e-04 6.750546300044999760e-04
7.817719695982517578e+02 1.440154584455632103e-01 5.877170930745000089e-04 6.050382426079000406e-04
7.835950398401685106e+02 1.454404887906713129e-01 6.677823806987000059e-04 6.606663131993999747e-04
7.854194249512522674e+02 1.457452109856952893e-01 6.779396490787999467e-04 6.622206897352999472e-04
7.872451132746431313e+02 1.432113310375540960e-01 6.703497161015000263e-04 6.415071261093999774e-04
7.890721106939373612e+02 1.446928193572472043e-01 6.532006335842999818e-04 6.913874776715000234e-04
7.909003927686621864e+02 1.444390910614025969e-01 6.476074916806000108e-04 6.073987294125999690e-04
7.927299549084102637e+02 1.447918602164290081e-01 7.013782949030000291e-04 6.790594710398000248e-04
7.945607997521922243e+02 1.448829959590139105e-01 6.757686266206000113e-04 7.255073803292999730e-04
7.963929013280204572e+02 1.461709027939316063e-01 7.205389360172000058e-04 6.807906535794000383e-04
7.982262578974310827e+02 1.451795486559641912e-01 6.823165089724000107e-04 7.095858760170000324e-04
8.002903705922848303e+02 1.446883867164495130e-01 6.361733940925000299e-04 6.261398150478999971e-04
8.025855584636559570e+02 1.457681205788211865e-01 5.934421059161000154e-04 5.843779186281999492e-04
8.048826664609335921e+02 1.446753517997375893e-01 6.407784792624999625e-04 6.252730765554000147e-04
8.071816753654910599e+02 1.448739854694691964e-01 6.272979659739000118e-04 6.088164291441999732e-04
8.094825612788345097e+02 1.450949399152252073e-01 6.368197061550999460e-04 6.692215496675000012e-04
8.117853187275161417e+02 1.445589481966804979e-01 6.969626496986999764e-04 6.905771233866000352e-04
8.140899152831625543e+02 1.451541063127798903e-01 6.571243633911000130e-04 6.720548508351999835e-04
8.163963473728609870e+02 1.445565712242178891e-01 6.495434908817999823e-04 7.143441008957999647e-04
8.187045971968669846e+02 1.448061278449762068e-01 7.552506033654999857e-04 6.851717435537999553e-04
8.210146349945288193e+02 1.439827325113917922e-01 7.294731084866000340e-04 7.221981688759999485e-04
8.233264590243946941e+02 1.439772864957173104e-01 6.644241195581000129e-04 7.583018890025000494e-04
8.256400405928774262e+02 1.451685139072280972e-01 6.437218978297999661e-04 6.645485080088999689e-04
8.279553668958270691e+02 1.450536710544514940e-01 7.979411276045000282e-04 7.498468046841000366e-04
8.302724281968474997e+02 1.454451595460664881e-01 7.401311405915000224e-04 7.019159935194000006e-04
8.325911900977049527e+02 1.443128607279746123e-01 7.390925692159000049e-04 7.111779819142000254e-04
8.349116505453795298e+02 1.452218933831783965e-01 7.650092374163000326e-04 7.593489582989000532e-04
8.372337928999386349e+02 1.449008749212435110e-01 7.786017634936000156e-04 7.329060460442999572e-04
8.395575842606024253e+02 1.449005395320434042e-01 8.288874177589000041e-04 7.316589363958999953e-04
8.418830242797552046e+02 1.446966210942773057e-01 8.588575643902000281e-04 7.978125424265000492e-04
8.442100918915847387e+02 1.454416312548257040e-01 7.938481857073999715e-04 7.862348637347999587e-04
8.465387587339621405e+02 1.433005969117749079e-01 8.093833172418999581e-04 8.405285303233000311e-04
8.488690236708479233e+02 1.454585004986392871e-01 8.442223847541000491e-04 8.603820981985999981e-04
8.516676016880284124e+02 1.445261920589915872e-01 7.363552860035999870e-04 7.102924990447000500e-04
