# Wavelength(nm) Rp/Rs Rp_err_low Rp_err_high
2.183354889652084239e+03 1.437453616533939937e-01 9.915408522974998931e-04 9.482239275746000198e-04
2.187289523812594780e+03 1.440950694654289099e-01 8.285785977533000448e-04 8.722319333945000421e-04
2.191224224916724779e+03 1.446473013865456070e-01 9.004324187897999859e-04 8.537585652564999529e-04
2.195158996078131622e+03 1.446817283694920020e-01 8.904169952815000049e-04 9.407391134414000520e-04
2.199093840490678303e+03 1.447972481199313877e-01 9.953696507419001072e-04 1.042354211450400052e-03
2.203028761428444341e+03 1.451476924020582981e-01 8.886189408211000442e-04 9.258452494587000176e-04
2.206963762245721682e+03 1.463546121649473009e-01 1.004518944822400039e-03 1.019737219541800048e-03
2.210898846377020163e+03 1.444562975236348967e-01 9.186080874151000180e-04 1.037678895567600108e-03
2.214834017337074329e+03 1.429257769303987902e-01 9.450195270451999764e-04 9.063550424149000072e-04
2.218769278720844795e+03 1.453721282363464040e-01 9.716464148399000080e-04 8.800561032603999509e-04
2.222704634203522801e+03 1.437868572591917971e-01 8.569781281014000321e-04 9.284342854699000058e-04
2.226640087540536570e+03 1.447094275056252932e-01 9.616019468798000158e-04 1.032031226459600081e-03
2.230575642567553587e+03 1.426268684965986966e-01 9.459567072848000307e-04 1.062734258171199988e-03
2.235003276409193859e+03 1.451317308806706063e-01 9.030651771127000361e-04 8.119938441821999498e-04
2.241398976997468253e+03 1.438242350362126110e-01 1.006092210810599977e-03 9.593766368013000164e-04
2.245334949932656855e+03 1.450664270899099939e-01 1.069969093366200013e-03 9.798707307823999613e-04
2.249271043942266260e+03 1.446238911224166090e-01 1.048823535955699902e-03 9.527050015657999868e-04
2.253207263325126405e+03 1.451851990250085100e-01 9.874953251442001017e-04 9.835898690622000163e-04
2.257143612460326494e+03 1.430324823360054898e-01 9.708120939243999837e-04 1.005791356733800072e-03
2.261080095807220005e+03 1.457356455325757028e-01 9.901987904334000161e-04 9.751638335048000384e-04
2.265016717905429232e+03 1.474158137436145932e-01 9.273326526428000505e-04 9.405146979811000426e-04
2.268953483374853477e+03 1.441408738473481943e-01 9.422659873909000183e-04 9.661397863863999819e-04
2.272890396915676320e+03 1.451760402572697117e-01 9.823757908144000340e-04 1.106979994985399967e-03
2.276827463308366532e+03 1.448667214895364985e-01 1.016459800476299984e-03 1.041739232774600019e-03
2.280764687413694446e+03 1.446454588266395946e-01 1.065892685961900054e-03 1.036563635955499961e-03
2.284702074172730136e+03 1.457342921783358891e-01 1.026094151615000033e-03 1.035824834635600076e-03
2.288639628606855695e+03 1.437800295439222997e-01 1.067458491614500056e-03 1.062543767482899927e-03
2.293561843243010117e+03 1.455874799042568002e-01 9.406393818777999483e-04 8.189284329336000111e-04
2.313253473617693089e+03 1.444099340415430921e-01 1.003329736265699953e-03 1.154081306970100107e-03
2.317192403098264094e+03 1.447915709111256000e-01 1.131899914065599916e-03 1.103370856839200071e-03
2.321131544831666361e+03 1.446127867682062973e-01 1.015272964223899949e-03 1.001938460569699960e-03
2.325070904583763877e+03 1.432523418005439975e-01 1.051818072890699923e-03 1.179632785213199919e-03
2.329010488200784494e+03 1.468807446304757069e-01 1.032001563389899892e-03 9.869892106860000784e-04
2.332950301609332655e+03 1.447920862193370906e-01 1.048889396236700033e-03 1.095543559486999953e-03
2.336890350816396676e+03 1.441495826305201067e-01 1.120328527916899944e-03 1.064494486818699966e-03
2.340830641909361930e+03 1.465976944440773033e-01 1.123316656780299922e-03 1.099881026919399905e-03
2.344771181056017667e+03 1.442041563274170934e-01 1.185799421619000097e-03 1.140532145574799918e-03
2.348711974504569298e+03 1.430291875818789082e-01 1.121070367910199971e-03 1.061704496690199940e-03
2.352653028583644755e+03 1.456946969660979085e-01 1.066000249122999897e-03 1.202371104548100034e-03
2.356594349702310865e+03 1.469394641537191959e-01 1.101875232986100021e-03 1.151203833004200072e-03
2.360535944387183918e+03 1.451752144138910017e-01 1.104148164911999963e-03 1.086776647875500011e-03
2.364477820077117940e+03 1.451096275535604940e-01 1.198828948476700048e-03 1.224241126761300069e-03
2.368419983588077230e+03 1.463139103347498027e-01 1.159748957211100039e-03 1.186041159557200009e-03
2.372362440826644161e+03 1.452159833736720862e-01 1.173107748898999944e-03 1.178960169229599899e-03
2.376305198446488703e+03 1.461383861361001957e-01 1.082104827974999942e-03 1.001881742985300059e-03
2.380248263340179619e+03 1.472019086162328905e-01 1.084706481498899948e-03 1.202980338322800092e-03
2.384191642480752762e+03 1.463238328276235123e-01 1.198846060136100032e-03 1.151480120926400052e-03
2.388135342921723804e+03 1.455429222965919089e-01 1.177829621104700035e-03 1.205389216213700009e-03
2.392079371797097792e+03 1.443504262882304989e-01 1.320794903144399896e-03 1.264902542020899991e-03
2.396023736321381875e+03 1.443893176262792122e-01 1.213664079198200014e-03 1.263228304116200025e-03
2.399968443789593039e+03 1.450241742869773087e-01 1.234647156168499965e-03 1.173033499316699941e-03
2.403913501577275838e+03 1.442425960400749996e-01 1.223008574647099908e-03 1.142011079890700026e-03
2.407858917140509675e+03 1.444863077530695872e-01 1.192312968187400103e-03 1.204773594807000007e-03
2.411804698015921531e+03 1.441561597267773109e-01 1.281538549298100096e-03 1.184606685014200035e-03
2.415750851820698699e+03 1.462104455875588016e-01 1.315710902290500011e-03 1.280056000020900068e-03
2.419697386252600609e+03 1.438135134128961934e-01 1.226678386688700084e-03 1.302289365538499954e-03
2.423644309089972012e+03 1.467048709026332054e-01 1.351781638100800096e-03 1.183124950647200090e-03
2.428085099826255828e+03 1.455318039707897138e-01 1.043872050546999905e-03 1.014855493971799933e-03
2.434500414739913140e+03 1.459453706697151909e-01 1.288409738356200091e-03 1.176015267663999995e-03
2.438448866845196790e+03 1.455890449687317900e-01 1.311919782714899988e-03 1.269790652751900083e-03
2.442397746176234250e+03 1.447643977955757888e-01 1.201940844279999945e-03 1.206497546687800015e-03
2.446347060286009309e+03 1.448136947135993113e-01 1.237924382260099931e-03 1.282453710898599991e-03
2.450296817496715903e+03 1.469639717923224009e-01 1.344446144673099898e-03 1.236426654191100051e-03
2.454247026211230150e+03 1.462380698618480912e-01 1.340298128087400028e-03 1.247069429107700066e-03
2.458197694913053056e+03 1.478796852712692123e-01 1.250001418735300057e-03 1.208677610941000062e-03
2.462148832166321426e+03 1.473962737209894014e-01 1.255240023937100047e-03 1.220226045593900003e-03
2.466100446615815599e+03 1.470255186093638866e-01 1.202346692614199904e-03 1.278628394242499943e-03
2.470052546986974903e+03 1.476696060321275872e-01 1.311480674128400088e-03 1.199902813774000095e-03
2.474005142085908574e+03 1.457932549458731963e-01 1.376626945516500099e-03 1.319795961721000055e-03
2.477958240799403029e+03 1.479983314178923981e-01 1.397770702020800001e-03 1.257419383391000008e-03
2.481417593878894422e+03 1.433285518863793018e-01 1.569771775732999941e-03 1.420992590568200074e-03
2.485865985020689095e+03 1.445154946789624917e-01 1.355736480852200035e-03 1.370039552979099989e-03
2.490809483365411779e+03 1.458491077202367092e-01 1.125013520228199939e-03 1.179853810236100023e-03
2.510591709365601673e+03 1.448457150718746034e-01 1.282146646251500080e-03 1.456720542830400094e-03
2.514549902151451988e+03 1.488485875203914011e-01 1.467909826892899953e-03 1.394379916787300000e-03
2.518508694769809154e+03 1.477794975538891109e-01 1.412573726367700013e-03 1.397327188961200060e-03
2.522468098119287788e+03 1.467718173182983032e-01 1.365626621623799953e-03 1.418047867170999909e-03
2.526428121644049952e+03 1.458212102788714049e-01 1.397447551869599944e-03 1.375511658472999919e-03
2.530883945544421749e+03 1.467840603601205940e-01 1.202232404643500041e-03 1.163582584980199942e-03
2.555157736285560986e+03 1.468585326869862040e-01 1.548067075259699924e-03 1.550293408507600040e-03
2.559123254526781238e+03 1.474692566748604106e-01 1.535179836902099935e-03 1.384483904854999893e-03
2.563089487010972334e+03 1.447646489168731010e-01 1.518294496009399896e-03 1.409125187589499928e-03
2.567056444439685038e+03 1.465211185989090947e-01 1.522676494697999946e-03 1.446138284821200069e-03
2.571024137595217326e+03 1.484770405120406922e-01 1.488579887430699963e-03 1.391314363681399931e-03
2.574992577340612115e+03 1.462983267651080943e-01 1.556311723669999902e-03 1.635785268973400037e-03
2.578961774619653625e+03 1.450796024110377891e-01 1.588363887379200040e-03 1.459455136464200093e-03
2.582931740456871921e+03 1.476706094860520124e-01 1.467180672187700036e-03 1.301424054318900099e-03
2.586902485957532008e+03 1.454946351675789895e-01 1.663432081609400072e-03 1.468653648496100021e-03
2.590874022307635187e+03 1.427290268557452890e-01 1.494919838824500030e-03 1.517073706007200044e-03
2.594846360773915876e+03 1.460929774591525898e-01 1.536237174009200037e-03 1.541050877737799949e-03
2.598819512703831151e+03 1.457483876124404942e-01 1.536634555165800097e-03 1.628128527716699936e-03
2.602793489525557561e+03 1.474334324669052121e-01 1.458991458275200100e-03 1.418665345481499905e-03
2.606768302747982034e+03 1.460662825177667934e-01 1.527786096181400028e-03 1.462991580226999985e-03
2.610743963960694145e+03 1.449001326830026970e-01 1.660100384856600005e-03 1.528647054498600026e-03
2.614720484833976570e+03 1.447191532059322050e-01 1.729764150950199994e-03 1.620468196402100004e-03
2.618697877118792803e+03 1.460404611568056898e-01 1.472843252790799950e-03 1.530851546038200072e-03
2.622676152646775336e+03 1.449342188300818124e-01 1.587437181756300034e-03 1.666911003527599957e-03
2.626655323330212013e+03 1.450367194576892005e-01 1.727605260183999892e-03 1.488845803311700071e-03
2.630635401162031030e+03 1.455780205767167879e-01 1.594024457378499966e-03 1.486725317219700099e-03
2.634616398215786830e+03 1.487981808221899016e-01 1.324220499288700096e-03 1.324901439471600027e-03
2.638598326645639645e+03 1.454573952022497896e-01 1.480533583101400086e-03 1.643287490646400031e-03
2.642581198686336847e+03 1.460602861054405011e-01 1.561404766286800033e-03 1.615595706277000044e-03
2.646565026653193399e+03 1.478937033563831882e-01 1.674043473687100020e-03 1.694396908003199895e-03
2.650549822942070932e+03 1.482825778668876993e-01 1.529480605784200092e-03 1.486072074734400049e-03
2.654535600029349553e+03 1.452983605255344923e-01 1.652870025392199922e-03 1.596385234121099972e-03
2.658522370471906925e+03 1.480385553309929991e-01 1.722245111433100013e-03 1.552297584744199901e-03
2.662510146907090075e+03 1.465667184436854897e-01 1.566160007220299914e-03 1.478244840642800031e-03
2.666498942469511348e+03 1.471492665927078003e-01 1.523956684400999987e-03 1.555845027771500088e-03
2.670488770181025302e+03 1.454859599651694979e-01 1.660390557192100054e-03 1.569999628501899920e-03
2.674479642448771756e+03 1.500824833993698038e-01 1.627876682567799913e-03 1.599134314858699979e-03
2.678471571950124599e+03 1.466935650204662933e-01 1.814390363313100017e-03 1.679832831213200076e-03
2.682464571717677245e+03 1.473896229197962926e-01 1.596346997416399913e-03 1.625513517566999980e-03
2.686458654864139135e+03 1.483408405772506933e-01 1.590488221902200102e-03 1.541932988225000077e-03
2.690453834582291165e+03 1.458873093349637995e-01 1.794308376390400068e-03 1.775885225616499925e-03
2.694450124144942947e+03 1.484674226764071958e-01 1.678336665587300009e-03 1.833140471917499899e-03
2.698447536904884146e+03 1.468224822407220020e-01 1.712279175111299954e-03 1.795069847445899961e-03
2.702446086294834458e+03 1.508925308819797084e-01 1.799957398645100036e-03 1.767460026770100020e-03
2.708446071141672746e+03 1.504181254835597059e-01 1.789835519282299923e-03 1.625614902299999959e-03
2.712447521398882145e+03 1.462336652576849139e-01 1.778499158932800089e-03 1.832999529411400005e-03
2.716450155929320317e+03 1.501405656441678893e-01 1.731898188331399899e-03 1.652590152847299926e-03
2.720453988524724991e+03 1.458235365107236892e-01 1.779165498065800061e-03 1.982708960385899839e-03
2.724459033056452881e+03 1.465592594705721896e-01 1.840870553829800039e-03 1.807520236787399977e-03
2.728465303475411019e+03 1.444107967519102087e-01 1.966393727032899903e-03 1.781692487977899926e-03
2.732472813811989909e+03 1.474616716752477907e-01 1.662752814741800048e-03 1.705290905880899955e-03
2.736481578175988489e+03 1.474234961342316130e-01 1.739809800078999944e-03 1.709706567804700032e-03
2.740491610769141062e+03 1.450966142411170001e-01 1.975358855401000008e-03 2.007028000536000174e-03
2.744502926558860509e+03 1.461092930615826013e-01 1.722940132725800030e-03 1.772878632491099943e-03
2.748515540265816071e+03 1.444301413576357107e-01 1.816198482791399945e-03 1.665063962347999946e-03
2.752529465750487816e+03 1.483745841034271040e-01 2.000255350827200018e-03 1.747825657857499972e-03
2.756544717270563524e+03 1.435805848766537884e-01 2.031906743668399854e-03 2.013143191902099904e-03
2.760561309420481848e+03 1.490040088989929012e-01 1.863230772099400048e-03 1.717819939912500031e-03
2.764579256873686518e+03 1.438756699892221880e-01 1.899452458323199963e-03 1.978041479846199928e-03
2.768598574382528568e+03 1.468447357445064050e-01 1.909726580514699941e-03 1.983257803493899876e-03
2.772619276778165840e+03 1.467211350066847109e-01 1.809412486641800034e-03 1.778394804059999987e-03
2.776641378970462029e+03 1.495747950377852020e-01 1.855011392506899972e-03 1.727024567781700092e-03
2.780664895947876175e+03 1.488246432049268875e-01 1.884706007767799956e-03 1.783921190524499984e-03
2.784689842777354897e+03 1.481713908865386897e-01 1.908224646183699896e-03 1.997338218000500008e-03
2.788716234604215970e+03 1.472233359147059051e-01 2.113726472200600035e-03 1.904936441056400039e-03
2.792744086652031001e+03 1.435336850036715017e-01 1.975595738544600171e-03 1.902412501148100041e-03
2.797277289645408928e+03 1.466556042954852979e-01 1.849442483637199919e-03 1.643587451332599939e-03
2.804836795322512899e+03 1.476980386101280907e-01 1.751484242644499962e-03 1.656817399650399895e-03
